resume_id,role_target,level,years_experience,skills,skills_count,companies_worked,resume_text,source,date_generated
R2D34A288,Full Stack Developer,Mid-Level,6.0,"Figma, VS Code, PHP, Rust",4,"Apple, Spotify, Salesforce","Full Stack Developer with 6 years of experience
        
        Skills: Figma, VS Code, PHP, Rust
        
        Experience:
        - Mid-Level Full Stack Developer at Apple (2 years)
        - Full Stack Developer at Spotify (2 years)
        - Junior Full Stack Developer at Salesforce (2 years)
        
        
        Proficiencies in: Figma, VS Code, PHP, Rust
        
        Achievements:
        - Led projects using PHP
        - Improved system performance by 35%
        - Mentored 4 junior developers
        - Deployed solutions impacting 1296 users",synthetic,2025-12-07
R03A122E5,Full Stack Developer,Senior,8.0,"IntelliJ, Figma, Ruby, C++",4,"Salesforce, Airbnb, Stripe","Full Stack Developer with 8 years of experience
        
        Skills: IntelliJ, Figma, Ruby, C++
        
        Experience:
        - Senior Full Stack Developer at Salesforce (1 years)
        - Full Stack Developer at Airbnb (2 years)
        - Junior Full Stack Developer at Stripe (1 years)
        
        
        Proficiencies in: IntelliJ, Figma, Ruby, C++
        
        Achievements:
        - Led projects using IntelliJ
        - Improved system performance by 26%
        - Mentored 3 junior developers
        - Deployed solutions impacting 671 users",synthetic,2025-12-07
R551F9FDE,Full Stack Developer,Senior,9.0,"JIRA, Go, C#, Slack",4,"Apple, Spotify, HashiCorp","Full Stack Developer with 9 years of experience
        
        Skills: JIRA, Go, C#, Slack
        
        Experience:
        - Senior Full Stack Developer at Apple (2 years)
        - Full Stack Developer at Spotify (3 years)
        - Junior Full Stack Developer at HashiCorp (1 years)
        
        
        Proficiencies in: JIRA, Go, C#, Slack
        
        Achievements:
        - Led projects using Go
        - Improved system performance by 22%
        - Mentored 4 junior developers
        - Deployed solutions impacting 9290 users",synthetic,2025-12-07
RF67B829F,Full Stack Developer,Senior,8.0,"Confluence, GitHub, Go, PHP",4,"Meta, HashiCorp, Tesla, MongoDB","Full Stack Developer with 8 years of experience
        
        Skills: Confluence, GitHub, Go, PHP
        
        Experience:
        - Senior Full Stack Developer at Meta (1 years)
        - Full Stack Developer at HashiCorp (2 years)
        - Junior Full Stack Developer at Tesla (2 years)
        
        
        Proficiencies in: Confluence, GitHub, Go, PHP
        
        Achievements:
        - Led projects using GitHub
        - Improved system performance by 46%
        - Mentored 4 junior developers
        - Deployed solutions impacting 1864 users",synthetic,2025-12-07
RDA4FCE8D,Full Stack Developer,Lead,9.0,"Kotlin, Git, Java, VS Code",4,"Oracle, Elastic","Full Stack Developer with 9 years of experience
        
        Skills: Kotlin, Git, Java, VS Code
        
        Experience:
        - Lead Full Stack Developer at Oracle (4 years)
        - Full Stack Developer at Elastic (1 years)

        
        
        Proficiencies in: Kotlin, Git, Java, VS Code
        
        Achievements:
        - Led projects using Git
        - Improved system performance by 43%
        - Mentored 5 junior developers
        - Deployed solutions impacting 1563 users",synthetic,2025-12-07
R6D99FCB4,Full Stack Developer,Lead,12.0,"IntelliJ, Python, Slack, Java",4,"Netflix, Apple, Amazon, Tesla","Full Stack Developer with 12 years of experience
        
        Skills: IntelliJ, Python, Slack, Java
        
        Experience:
        - Lead Full Stack Developer at Netflix (3 years)
        - Full Stack Developer at Apple (2 years)
        - Junior Full Stack Developer at Amazon (2 years)
        
        
        Proficiencies in: IntelliJ, Python, Slack, Java
        
        Achievements:
        - Led projects using IntelliJ
        - Improved system performance by 13%
        - Mentored 5 junior developers
        - Deployed solutions impacting 5026 users",synthetic,2025-12-07
R887C4654,Full Stack Developer,Lead,12.0,"Git, Java, C++, GitHub",4,"Meta, Airbnb, Netflix","Full Stack Developer with 12 years of experience
        
        Skills: Git, Java, C++, GitHub
        
        Experience:
        - Lead Full Stack Developer at Meta (2 years)
        - Full Stack Developer at Airbnb (2 years)
        - Junior Full Stack Developer at Netflix (1 years)
        
        
        Proficiencies in: Git, Java, C++, GitHub
        
        Achievements:
        - Led projects using Git
        - Improved system performance by 27%
        - Mentored 4 junior developers
        - Deployed solutions impacting 9791 users",synthetic,2025-12-07
REBFD261C,Senior Developer,Junior,2.0,"IntelliJ, Confluence, C++, JavaScript",4,"GitLab, Uber, Adobe","Senior Developer with 2 years of experience
        
        Skills: IntelliJ, Confluence, C++, JavaScript
        
        Experience:
        - Junior Senior Developer at GitLab (1 years)
        - Senior Developer at Uber (2 years)
        - Junior Senior Developer at Adobe (2 years)
        
        
        Proficiencies in: IntelliJ, Confluence, C++, JavaScript
        
        Achievements:
        - Led projects using IntelliJ
        - Improved system performance by 22%
        - Mentored 2 junior developers
        - Deployed solutions impacting 4667 users",synthetic,2025-12-07
R696C4B7A,Senior Developer,Junior,3.0,"JIRA, Git, Java, C++",4,"Airbnb, Tesla","Senior Developer with 3 years of experience
        
        Skills: JIRA, Git, Java, C++
        
        Experience:
        - Junior Senior Developer at Airbnb (4 years)
        - Senior Developer at Tesla (1 years)

        
        
        Proficiencies in: JIRA, Git, Java, C++
        
        Achievements:
        - Led projects using C++
        - Improved system performance by 41%
        - Mentored 4 junior developers
        - Deployed solutions impacting 5182 users",synthetic,2025-12-07
R46C2002D,Senior Developer,Junior,3.0,"IntelliJ, Figma, Ruby, PHP",4,"IBM, Oracle, Microsoft","Senior Developer with 3 years of experience
        
        Skills: IntelliJ, Figma, Ruby, PHP
        
        Experience:
        - Junior Senior Developer at IBM (1 years)
        - Senior Developer at Oracle (1 years)
        - Junior Senior Developer at Microsoft (2 years)
        
        
        Proficiencies in: IntelliJ, Figma, Ruby, PHP
        
        Achievements:
        - Led projects using PHP
        - Improved system performance by 18%
        - Mentored 2 junior developers
        - Deployed solutions impacting 2626 users",synthetic,2025-12-07
RE70E27D4,Senior Developer,Mid-Level,6.0,"Kotlin, Python, Figma, JIRA",4,"MongoDB, Oracle, IBM, Tesla","Senior Developer with 6 years of experience
        
        Skills: Kotlin, Python, Figma, JIRA
        
        Experience:
        - Mid-Level Senior Developer at MongoDB (1 years)
        - Senior Developer at Oracle (1 years)
        - Junior Senior Developer at IBM (1 years)
        
        
        Proficiencies in: Kotlin, Python, Figma, JIRA
        
        Achievements:
        - Led projects using Kotlin
        - Improved system performance by 35%
        - Mentored 2 junior developers
        - Deployed solutions impacting 2395 users",synthetic,2025-12-07
R05887B80,Senior Developer,Mid-Level,5.0,"JIRA, Python, Java, Figma",4,"Microsoft, Oracle, Meta","Senior Developer with 5 years of experience
        
        Skills: JIRA, Python, Java, Figma
        
        Experience:
        - Mid-Level Senior Developer at Microsoft (2 years)
        - Senior Developer at Oracle (1 years)
        - Junior Senior Developer at Meta (1 years)
        
        
        Proficiencies in: JIRA, Python, Java, Figma
        
        Achievements:
        - Led projects using Figma
        - Improved system performance by 30%
        - Mentored 3 junior developers
        - Deployed solutions impacting 3475 users",synthetic,2025-12-07
RC07A588A,Senior Developer,Mid-Level,5.0,"Kotlin, Slack, Java, Figma",4,"Meta, Spotify, Elastic","Senior Developer with 5 years of experience
        
        Skills: Kotlin, Slack, Java, Figma
        
        Experience:
        - Mid-Level Senior Developer at Meta (4 years)
        - Senior Developer at Spotify (1 years)
        - Junior Senior Developer at Elastic (1 years)
        
        
        Proficiencies in: Kotlin, Slack, Java, Figma
        
        Achievements:
        - Led projects using Kotlin
        - Improved system performance by 15%
        - Mentored 3 junior developers
        - Deployed solutions impacting 1376 users",synthetic,2025-12-07
REF6737D1,Senior Developer,Senior,9.0,"IntelliJ, Confluence, Ruby, C#",4,"Stripe, DataDog, Oracle, Netflix","Senior Developer with 9 years of experience
        
        Skills: IntelliJ, Confluence, Ruby, C#
        
        Experience:
        - Senior Senior Developer at Stripe (1 years)
        - Senior Developer at DataDog (1 years)
        - Junior Senior Developer at Oracle (2 years)
        
        
        Proficiencies in: IntelliJ, Confluence, Ruby, C#
        
        Achievements:
        - Led projects using Ruby
        - Improved system performance by 22%
        - Mentored 2 junior developers
        - Deployed solutions impacting 6934 users",synthetic,2025-12-07
RE5D8A64A,Senior Developer,Senior,6.0,"Confluence, Figma, Go, PHP",4,"IBM, Stripe, Tesla, Adobe","Senior Developer with 6 years of experience
        
        Skills: Confluence, Figma, Go, PHP
        
        Experience:
        - Senior Senior Developer at IBM (4 years)
        - Senior Developer at Stripe (1 years)
        - Junior Senior Developer at Tesla (2 years)
        
        
        Proficiencies in: Confluence, Figma, Go, PHP
        
        Achievements:
        - Led projects using Go
        - Improved system performance by 42%
        - Mentored 5 junior developers
        - Deployed solutions impacting 5222 users",synthetic,2025-12-07
RCBAE5308,Senior Developer,Senior,6.0,"GitHub, Slack, C++, PHP",4,"Oracle, IBM, GitHub, HashiCorp","Senior Developer with 6 years of experience
        
        Skills: GitHub, Slack, C++, PHP
        
        Experience:
        - Senior Senior Developer at Oracle (3 years)
        - Senior Developer at IBM (2 years)
        - Junior Senior Developer at GitHub (2 years)
        
        
        Proficiencies in: GitHub, Slack, C++, PHP
        
        Achievements:
        - Led projects using PHP
        - Improved system performance by 31%
        - Mentored 2 junior developers
        - Deployed solutions impacting 7430 users",synthetic,2025-12-07
R0B804096,Senior Developer,Lead,13.0,"Kotlin, GitHub, Slack, C++",4,"Adobe, MongoDB, Elastic, Airbnb","Senior Developer with 13 years of experience
        
        Skills: Kotlin, GitHub, Slack, C++
        
        Experience:
        - Lead Senior Developer at Adobe (2 years)
        - Senior Developer at MongoDB (3 years)
        - Junior Senior Developer at Elastic (2 years)
        
        
        Proficiencies in: Kotlin, GitHub, Slack, C++
        
        Achievements:
        - Led projects using GitHub
        - Improved system performance by 39%
        - Mentored 2 junior developers
        - Deployed solutions impacting 1287 users",synthetic,2025-12-07
R89F08F92,Senior Developer,Lead,13.0,"JIRA, C#, C++, VS Code",4,"Adobe, Uber","Senior Developer with 13 years of experience
        
        Skills: JIRA, C#, C++, VS Code
        
        Experience:
        - Lead Senior Developer at Adobe (2 years)
        - Senior Developer at Uber (2 years)

        
        
        Proficiencies in: JIRA, C#, C++, VS Code
        
        Achievements:
        - Led projects using VS Code
        - Improved system performance by 50%
        - Mentored 4 junior developers
        - Deployed solutions impacting 1299 users",synthetic,2025-12-07
RD1B49638,Senior Developer,Lead,9.0,"IntelliJ, Confluence, Ruby, C#",4,"MongoDB, Uber, Elastic","Senior Developer with 9 years of experience
        
        Skills: IntelliJ, Confluence, Ruby, C#
        
        Experience:
        - Lead Senior Developer at MongoDB (4 years)
        - Senior Developer at Uber (2 years)
        - Junior Senior Developer at Elastic (2 years)
        
        
        Proficiencies in: IntelliJ, Confluence, Ruby, C#
        
        Achievements:
        - Led projects using Ruby
        - Improved system performance by 33%
        - Mentored 5 junior developers
        - Deployed solutions impacting 9364 users",synthetic,2025-12-07
R42DDD6D1,Tech Lead,Junior,2.0,"JIRA, Confluence, C#, Java",4,"Apple, Stripe, Uber, Salesforce","Tech Lead with 2 years of experience
        
        Skills: JIRA, Confluence, C#, Java
        
        Experience:
        - Junior Tech Lead at Apple (1 years)
        - Tech Lead at Stripe (1 years)
        - Junior Tech Lead at Uber (1 years)
        
        
        Proficiencies in: JIRA, Confluence, C#, Java
        
        Achievements:
        - Led projects using Java
        - Improved system performance by 19%
        - Mentored 3 junior developers
        - Deployed solutions impacting 542 users",synthetic,2025-12-07
RB9946379,Tech Lead,Junior,3.0,"Kotlin, Confluence, GitHub, Java",4,"Apple, Airbnb, Elastic, IBM","Tech Lead with 3 years of experience
        
        Skills: Kotlin, Confluence, GitHub, Java
        
        Experience:
        - Junior Tech Lead at Apple (4 years)
        - Tech Lead at Airbnb (3 years)
        - Junior Tech Lead at Elastic (1 years)
        
        
        Proficiencies in: Kotlin, Confluence, GitHub, Java
        
        Achievements:
        - Led projects using Confluence
        - Improved system performance by 25%
        - Mentored 3 junior developers
        - Deployed solutions impacting 4262 users",synthetic,2025-12-07
R48336D10,Tech Lead,Junior,3.0,"IntelliJ, Ruby, Figma, Rust",4,"MongoDB, Airbnb, Elastic, Salesforce","Tech Lead with 3 years of experience
        
        Skills: IntelliJ, Ruby, Figma, Rust
        
        Experience:
        - Junior Tech Lead at MongoDB (4 years)
        - Tech Lead at Airbnb (3 years)
        - Junior Tech Lead at Elastic (2 years)
        
        
        Proficiencies in: IntelliJ, Ruby, Figma, Rust
        
        Achievements:
        - Led projects using IntelliJ
        - Improved system performance by 12%
        - Mentored 3 junior developers
        - Deployed solutions impacting 5864 users",synthetic,2025-12-07
R532576B1,Tech Lead,Mid-Level,4.0,"Confluence, Slack, PHP, Rust",4,"MongoDB, Tesla, Spotify","Tech Lead with 4 years of experience
        
        Skills: Confluence, Slack, PHP, Rust
        
        Experience:
        - Mid-Level Tech Lead at MongoDB (2 years)
        - Tech Lead at Tesla (3 years)
        - Junior Tech Lead at Spotify (1 years)
        
        
        Proficiencies in: Confluence, Slack, PHP, Rust
        
        Achievements:
        - Led projects using Confluence
        - Improved system performance by 17%
        - Mentored 3 junior developers
        - Deployed solutions impacting 8845 users",synthetic,2025-12-07
R75B29C8E,Tech Lead,Mid-Level,6.0,"JIRA, IntelliJ, Java, C#",4,"Salesforce, Stripe, Netflix","Tech Lead with 6 years of experience
        
        Skills: JIRA, IntelliJ, Java, C#
        
        Experience:
        - Mid-Level Tech Lead at Salesforce (4 years)
        - Tech Lead at Stripe (2 years)
        - Junior Tech Lead at Netflix (1 years)
        
        
        Proficiencies in: JIRA, IntelliJ, Java, C#
        
        Achievements:
        - Led projects using IntelliJ
        - Improved system performance by 31%
        - Mentored 5 junior developers
        - Deployed solutions impacting 7912 users",synthetic,2025-12-07
R36371464,Tech Lead,Mid-Level,3.0,"Kotlin, Git, VS Code, C++",4,"Meta, Airbnb","Tech Lead with 3 years of experience
        
        Skills: Kotlin, Git, VS Code, C++
        
        Experience:
        - Mid-Level Tech Lead at Meta (4 years)
        - Tech Lead at Airbnb (3 years)

        
        
        Proficiencies in: Kotlin, Git, VS Code, C++
        
        Achievements:
        - Led projects using C++
        - Improved system performance by 33%
        - Mentored 4 junior developers
        - Deployed solutions impacting 3832 users",synthetic,2025-12-07
R4318D7B1,Tech Lead,Senior,10.0,"Python, Go, Git, Figma",4,"Elastic, Salesforce, Apple","Tech Lead with 10 years of experience
        
        Skills: Python, Go, Git, Figma
        
        Experience:
        - Senior Tech Lead at Elastic (4 years)
        - Tech Lead at Salesforce (3 years)
        - Junior Tech Lead at Apple (2 years)
        
        
        Proficiencies in: Python, Go, Git, Figma
        
        Achievements:
        - Led projects using Git
        - Improved system performance by 44%
        - Mentored 5 junior developers
        - Deployed solutions impacting 7444 users",synthetic,2025-12-07
R74CFF134,Tech Lead,Senior,9.0,"IntelliJ, Git, C#, JavaScript",4,"Spotify, Netflix, Elastic","Tech Lead with 9 years of experience
        
        Skills: IntelliJ, Git, C#, JavaScript
        
        Experience:
        - Senior Tech Lead at Spotify (2 years)
        - Tech Lead at Netflix (1 years)
        - Junior Tech Lead at Elastic (2 years)
        
        
        Proficiencies in: IntelliJ, Git, C#, JavaScript
        
        Achievements:
        - Led projects using Git
        - Improved system performance by 29%
        - Mentored 4 junior developers
        - Deployed solutions impacting 5926 users",synthetic,2025-12-07
RA89274EC,Tech Lead,Senior,9.0,"Kotlin, Confluence, C#, Figma",4,"GitLab, Amazon, DataDog","Tech Lead with 9 years of experience
        
        Skills: Kotlin, Confluence, C#, Figma
        
        Experience:
        - Senior Tech Lead at GitLab (2 years)
        - Tech Lead at Amazon (3 years)
        - Junior Tech Lead at DataDog (1 years)
        
        
        Proficiencies in: Kotlin, Confluence, C#, Figma
        
        Achievements:
        - Led projects using C#
        - Improved system performance by 28%
        - Mentored 2 junior developers
        - Deployed solutions impacting 9348 users",synthetic,2025-12-07
RBBEE4A73,Tech Lead,Lead,12.0,"IntelliJ, Slack, Java, Rust",4,"IBM, HashiCorp, Salesforce","Tech Lead with 12 years of experience
        
        Skills: IntelliJ, Slack, Java, Rust
        
        Experience:
        - Lead Tech Lead at IBM (4 years)
        - Tech Lead at HashiCorp (2 years)
        - Junior Tech Lead at Salesforce (1 years)
        
        
        Proficiencies in: IntelliJ, Slack, Java, Rust
        
        Achievements:
        - Led projects using Java
        - Improved system performance by 37%
        - Mentored 4 junior developers
        - Deployed solutions impacting 503 users",synthetic,2025-12-07
RF81AE3E1,Tech Lead,Lead,13.0,"Figma, Slack, Java, PHP",4,"Elastic, Google, Amazon, Oracle","Tech Lead with 13 years of experience
        
        Skills: Figma, Slack, Java, PHP
        
        Experience:
        - Lead Tech Lead at Elastic (4 years)
        - Tech Lead at Google (2 years)
        - Junior Tech Lead at Amazon (2 years)
        
        
        Proficiencies in: Figma, Slack, Java, PHP
        
        Achievements:
        - Led projects using Slack
        - Improved system performance by 12%
        - Mentored 5 junior developers
        - Deployed solutions impacting 5370 users",synthetic,2025-12-07
R2609573B,Tech Lead,Lead,11.0,"Confluence, Slack, Java, C++",4,"GitHub, DataDog, Spotify, Oracle","Tech Lead with 11 years of experience
        
        Skills: Confluence, Slack, Java, C++
        
        Experience:
        - Lead Tech Lead at GitHub (2 years)
        - Tech Lead at DataDog (3 years)
        - Junior Tech Lead at Spotify (1 years)
        
        
        Proficiencies in: Confluence, Slack, Java, C++
        
        Achievements:
        - Led projects using Confluence
        - Improved system performance by 37%
        - Mentored 5 junior developers
        - Deployed solutions impacting 2238 users",synthetic,2025-12-07
